PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
noise,1,1,113.57521381965,34.4361645382955,398.0315,31550945.4093422
noise,1,1,113.575215100206,34.4361647224108,322.0748,31550945.4093422
noise,1,1,113.575218455577,34.4361652047942,123.0584,31550945.4093422
noise,1,1,113.575218963415,34.4361652778189,92.93808,31550945.4093422
noise,1,1,113.575219784133,34.4361653959294,44.26058,31550945.4093422
noise,1,1,113.575220827298,34.4361655458125,-17.60786,31550945.4093422
noise,1,1,113.575223391991,34.4361659145135,-169.7118,31550945.4093422
noise,1,1,113.575214669348,34.4361711587856,301.4734,31550945.4094422
noise,1,1,113.57521620018,34.4361713790717,210.6727,31550945.4094422
noise,1,1,113.575216422833,34.4361714108708,197.468,31550945.4094422
noise,1,1,113.575216510346,34.436171423545,192.2767,31550945.4094422
noise,1,1,113.575216862629,34.4361714742721,171.3815,31550945.4094422
noise,1,1,113.575221951289,34.436172205864,-130.4234,31550945.4094422
noise,1,1,113.575222945546,34.4361723488719,-189.3893,31550945.4094422
noise,1,1,113.575223299767,34.4361723998516,-210.3967,31550945.4094422
noise,1,1,113.575211785418,34.4361772421276,426.3973,31550945.4095422
noise,1,1,113.575212667452,34.4361773687287,374.0793,31550945.4095422
noise,1,1,113.575212350219,34.4361773233365,392.8951,31550945.4095422
noise,1,1,113.575215624512,34.4361777938884,198.6826,31550945.4095422
noise,1,1,113.575216519765,34.436177922728,145.5822,31550945.4095422
noise,1,1,113.575216873218,34.4361779736076,124.6178,31550945.4095422
noise,1,1,113.575217454225,34.4361780571836,90.15733,31550945.4095422
noise,1,1,113.575217593845,34.4361780771507,81.87708,31550945.4095422
noise,1,1,113.575218903698,34.4361782655983,4.188854,31550945.4095422
noise,1,1,113.575221372516,34.4361786205435,-142.2317,31550945.4095422
noise,1,1,113.575211318438,34.4361836729722,407.9745,31550945.4096422
noise,1,1,113.57521207586,34.4361837818176,363.0471,31550945.4096422
noise,1,1,113.575211997837,34.4361837706367,367.6749,31550945.4096422
noise,1,1,113.575214026522,34.4361840623942,247.3425,31550945.4096422
noise,1,1,113.575215595688,34.4361842879267,154.2707,31550945.4096422
noise,1,1,113.575216039979,34.4361843519135,127.9181,31550945.4096422
noise,1,1,113.575218486101,34.4361847036499,-17.1629,31550945.4096422
noise,1,1,113.575220529638,34.4361849973416,-138.3603,31550945.4096422
noise,1,1,113.575210313124,34.4361900266707,421.4997,31550945.4097422
noise,1,1,113.575211874709,34.4361902512184,328.8714,31550945.4097422
noise,1,1,113.57521198145,34.4361902663925,322.5411,31550945.4097422
noise,1,1,113.575212346972,34.4361903191013,300.8589,31550945.4097422
noise,1,1,113.5752133646,34.4361904654084,240.4986,31550945.4097422
noise,1,1,113.575214245264,34.4361905920937,188.2627,31550945.4097422
noise,1,1,113.575214964685,34.4361906954815,145.5921,31550945.4097422
noise,1,1,113.575215985955,34.4361908422627,85.01902,31550945.4097422
noise,1,1,113.575216973312,34.4361909843762,26.45706,31550945.4097422
noise,1,1,113.575217906431,34.4361911184004,-28.88505,31550945.4097422
noise,1,1,113.57521896951,34.4361912713965,-91.93579,31550945.4097422
noise,1,1,113.575212421253,34.4361968278061,250.3657,31550945.4098422
noise,1,1,113.575213578029,34.4361969942805,181.7516,31550945.4098422
noise,1,1,113.575214680757,34.4361971526907,116.3467,31550945.4098422
noise,1,1,113.575215817711,34.4361973163294,48.91106,31550945.4098422
noise,1,1,113.575216185906,34.4361973691268,27.07411,31550945.4098422
noise,1,1,113.575216046739,34.436197349218,35.3275,31550945.4098422
noise,1,1,113.575217528451,34.4361975620887,-52.55151,31550945.4098422
noise,1,1,113.575218251116,34.4361976661594,-95.41288,31550945.4098422
noise,1,1,113.575219678257,34.4361978714175,-180.0534,31550945.4098422
noise,1,1,113.575209619537,34.4362029235213,370.478,31550945.4099422
noise,1,1,113.575211248629,34.4362031576276,273.8472,31550945.4099422
noise,1,1,113.575212674739,34.4362033627511,189.2576,31550945.4099422
noise,1,1,113.575212888072,34.4362033933399,176.6045,31550945.4099422
noise,1,1,113.575213744019,34.4362035165546,125.8347,31550945.4099422
photon,0,1,113.575214221122,34.436203585068,97.53722,31550945.4099422
noise,1,1,113.575215541865,34.4362037749371,19.20237,31550945.4099422
noise,1,1,113.575215732294,34.4362038022891,7.908082,31550945.4099422
noise,1,1,113.575218935602,34.4362042628544,-182.0757,31550945.4099422
noise,1,1,113.575210397985,34.4362095335809,278.2491,31550945.4100422
noise,1,1,113.575212370616,34.4362098172826,161.2429,31550945.4100422
noise,1,1,113.575212685957,34.4362098626905,142.5385,31550945.4100422
photon,0,1,113.575213464951,34.4362099746044,96.33482,31550945.4100422
noise,1,1,113.575214136984,34.4362100713152,56.47472,31550945.4100422
noise,1,1,113.57521622034,34.4362103707114,-67.08902,31550945.4100422
noise,1,1,113.57521668968,34.4362104382166,-94.92526,31550945.4100422
noise,1,1,113.575207223132,34.4362155757979,420.5315,31550945.4101422
noise,1,1,113.575210498367,34.4362160467541,226.2549,31550945.4101422
noise,1,1,113.575211522445,34.4362161939048,165.5129,31550945.4101422
noise,1,1,113.575213324238,34.436216453064,58.64283,31550945.4101422
noise,1,1,113.575215865396,34.4362168184684,-92.07458,31550945.4101422
noise,1,1,113.575216541334,34.4362169156883,-132.1638,31550945.4101422
noise,1,1,113.575218478561,34.436217194274,-247.0556,31550945.4101422
noise,1,1,113.575206868441,34.4362220231797,395.5494,31550945.4102422
noise,1,1,113.575208426744,34.4362222473101,303.1143,31550945.4102422
noise,1,1,113.575208690145,34.4362222851874,287.4903,31550945.4102422
noise,1,1,113.575208835563,34.436222306169,278.8641,31550945.4102422
noise,1,1,113.575211289956,34.4362226589962,133.2827,31550945.4102422
noise,1,1,113.575214114889,34.4362230651887,-34.26962,31550945.4102422
noise,1,1,113.575214135875,34.4362230681766,-35.51409,31550945.4102422
noise,1,1,113.575214887702,34.4362231763015,-80.10511,31550945.4102422
noise,1,1,113.575214971325,34.4362231882113,-85.06401,31550945.4102422
noise,1,1,113.575217680513,34.4362235778014,-245.7407,31550945.4102422
noise,1,1,113.57520885452,34.4362288076675,231.7343,31550945.4103422
noise,1,1,113.575210815742,34.4362290896338,115.4056,31550945.4103422
noise,1,1,113.575212209246,34.4362292900069,32.75316,31550945.4103422
noise,1,1,113.575213271582,34.4362294426539,-30.25469,31550945.4103422
noise,1,1,113.57521519095,34.4362297186621,-144.0919,31550945.4103422
noise,1,1,113.575215020337,34.436229694145,-133.9732,31550945.4103422
noise,1,1,113.575206241728,34.4362348586864,324.2826,31550945.4104422
noise,1,1,113.575208073707,34.4362351220166,215.6125,31550945.4104422
noise,1,1,113.57520915946,34.4362352782168,151.2082,31550945.4104422
noise,1,1,113.575212847344,34.4362358085104,-67.53701,31550945.4104422
noise,1,1,113.575213507677,34.4362359034377,-106.7026,31550945.4104422
noise,1,1,113.57520469602,34.4362411399661,371.0401,31550945.4105422
noise,1,1,113.57520664114,34.4362414195651,255.6568,31550945.4105422
noise,1,1,113.575208668933,34.4362417112103,135.3728,31550945.4105422
noise,1,1,113.575209364495,34.4362418112372,94.11474,31550945.4105422
noise,1,1,113.57520987005,34.4362418839677,64.12736,31550945.4105422
noise,1,1,113.575212267152,34.4362422285566,-78.05305,31550945.4105422
noise,1,1,113.575212256506,34.4362422271727,-77.42258,31550945.4105422
noise,1,1,113.575215290505,34.436242663386,-257.371,31550945.4105422
noise,1,1,113.575215246316,34.4362426568625,-254.749,31550945.4105422
noise,1,1,113.575203493893,34.436247471171,397.4315,31550945.4106422
noise,1,1,113.575205132295,34.4362477067467,300.2409,31550945.4106422
noise,1,1,113.57520581018,34.4362478042167,260.0294,31550945.4106422
noise,1,1,113.575205591381,34.4362477729174,273.0073,31550945.4106422
noise,1,1,113.575206406699,34.4362478900711,224.6443,31550945.4106422
noise,1,1,113.575208690081,34.4362482183217,89.20182,31550945.4106422
noise,1,1,113.575209594955,34.4362483484163,35.52925,31550945.4106422
noise,1,1,113.575211920844,34.4362486829735,-102.4277,31550945.4106422
noise,1,1,113.575214031628,34.4362489864531,-227.6199,31550945.4106422
noise,1,1,113.575211117057,34.4362550713094,-99.6477,31550945.4107422
noise,1,1,113.575210985319,34.4362550523659,-91.83401,31550945.4107422
noise,1,1,113.575202913114,34.4362603951771,342.1037,31550945.4108422
noise,1,1,113.575207478008,34.4362610514518,71.32433,31550945.4108422
noise,1,1,113.575207943536,34.4362611184622,43.71101,31550945.4108422
noise,1,1,113.575209347939,34.4362613205106,-39.59069,31550945.4108422
noise,1,1,113.575209899566,34.4362613997529,-72.30885,31550945.4108422
noise,1,1,113.575210825363,34.4362615328313,-127.2197,31550945.4108422
noise,1,1,113.575210750173,34.4362615220179,-122.76,31550945.4108422
noise,1,1,113.575211120749,34.4362615753865,-144.74,31550945.4108422
noise,1,1,113.575202002523,34.4362667682627,351.2561,31550945.4109422
noise,1,1,113.575201656455,34.4362667183399,371.7861,31550945.4109422
noise,1,1,113.57520293447,34.4362669021406,295.9736,31550945.4109422
noise,1,1,113.575204615069,34.4362671439911,196.2813,31550945.4109422
noise,1,1,113.575205210059,34.4362672293905,160.989,31550945.4109422
noise,1,1,113.575212104959,34.436268220785,-247.9707,31550945.4109422
noise,1,1,113.575200820095,34.4362731019728,376.554,31550945.4110422
noise,1,1,113.57520076188,34.4362730936258,380.0072,31550945.4110422
noise,1,1,113.575202379471,34.4362733262489,284.0508,31550945.4110422
noise,1,1,113.575203436298,34.4362734781815,221.3611,31550945.4110422
photon,0,1,113.575205547516,34.4362737817306,96.12974,31550945.4110422
photon,0,1,113.575205547709,34.4362737817557,96.1183,31550945.4110422
noise,1,1,113.575209483399,34.436274347684,-137.3228,31550945.4110422
noise,1,1,113.575211187963,34.4362745929161,-238.4227,31550945.4110422
noise,1,1,113.575211214434,34.4362745966171,-239.9919,31550945.4110422
noise,1,1,113.575200378171,34.4362795426794,357.9387,31550945.4111422
noise,1,1,113.575201047512,34.4362796387855,318.2339,31550945.4111422
noise,1,1,113.575202031698,34.4362797804972,259.851,31550945.4111422
noise,1,1,113.575201972222,34.4362797717263,263.3805,31550945.4111422
noise,1,1,113.575202818922,34.436279893487,213.1552,31550945.4111422
noise,1,1,113.575203216525,34.4362799508902,189.5687,31550945.4111422
noise,1,1,113.575203122776,34.436279937404,195.1297,31550945.4111422
noise,1,1,113.575199020133,34.4362858514199,393.6877,31550945.4112422
noise,1,1,113.575202899779,34.4362864092935,163.5486,31550945.4112422
noise,1,1,113.575202841012,34.4362864008743,167.0343,31550945.4112422
photon,0,1,113.575204035986,34.4362865725894,96.15292,31550945.4112422
noise,1,1,113.575207238901,34.4362870331388,-93.82618,31550945.4112422
noise,1,1,113.575208925949,34.4362872758403,-193.8887,31550945.4112422
noise,1,1,113.575197683808,34.4362921616454,428.1778,31550945.4113422
noise,1,1,113.575197753481,34.436292171742,424.0442,31550945.4113422
noise,1,1,113.575198501795,34.4362922791565,379.6539,31550945.4113422
noise,1,1,113.575198408872,34.4362922657774,385.1664,31550945.4113422
noise,1,1,113.575203396599,34.4362929830405,89.29943,31550945.4113422
noise,1,1,113.575203585169,34.4362930101532,78.11422,31550945.4113422
noise,1,1,113.575206995867,34.4362935008393,-124.1898,31550945.4113422
noise,1,1,113.575207176321,34.4362935266373,-134.8919,31550945.4113422
noise,1,1,113.575208631699,34.4362937358471,-221.2117,31550945.4113422
noise,1,1,113.575196935087,34.4362985581033,427.8153,31550945.4114422
noise,1,1,113.575199179983,34.4362988808646,294.6454,31550945.4114422
noise,1,1,113.575204271293,34.4362996131647,-7.358334,31550945.4114422
noise,1,1,113.575207630555,34.4363000961328,-206.6043,31550945.4114422
noise,1,1,113.575196827633,34.4363050473602,389.4245,31550945.4115422
noise,1,1,113.575196690027,34.4363050273923,397.5888,31550945.4115422
noise,1,1,113.575197359331,34.4363051237585,357.8837,31550945.4115422
photon,0,1,113.575201770838,34.4363057580757,96.19835,31550945.4115422
noise,1,1,113.575206694837,34.4363064663004,-195.8635,31550945.4115422
noise,1,1,113.575207092875,34.4363065235044,-219.4712,31550945.4115422
noise,1,1,113.57520690206,34.4363064960989,-208.1541,31550945.4115422
noise,1,1,113.575196728033,34.4363115374758,350.5869,31550945.4116422
noise,1,1,113.575196883486,34.436311560024,341.364,31550945.4116422
noise,1,1,113.57519674823,34.4363115403614,349.3889,31550945.4116422
noise,1,1,113.575198306737,34.4363117645433,256.9372,31550945.4116422
noise,1,1,113.575198230018,34.4363117535299,261.488,31550945.4116422
noise,1,1,113.575199555118,34.4363119442498,182.8834,31550945.4116422
noise,1,1,113.57520111463,34.4363121683037,90.37878,31550945.4116422
noise,1,1,113.575201725734,34.4363122563262,54.12951,31550945.4116422
noise,1,1,113.575203701096,34.4363125404208,-63.03866,31550945.4116422
noise,1,1,113.57520366998,34.4363125358559,-61.19248,31550945.4116422
noise,1,1,113.575195987902,34.4363179355968,349.7625,31550945.4117422
noise,1,1,113.575196650408,34.4363180308222,310.4623,31550945.4117422
noise,1,1,113.575196989177,34.436318079542,290.3664,31550945.4117422
noise,1,1,113.575197306818,34.4363181252551,271.5237,31550945.4117422
noise,1,1,113.575198071366,34.436318235306,226.1704,31550945.4117422
noise,1,1,113.575198791678,34.4363183388267,183.4428,31550945.4117422
noise,1,1,113.575199720475,34.4363184723104,128.3493,31550945.4117422
photon,0,1,113.575200264385,34.4363185505588,96.08599,31550945.4117422
noise,1,1,113.575201890646,34.4363187845935,-0.378006,31550945.4117422
noise,1,1,113.575205240946,34.4363192664166,-199.0945,31550945.4117422
noise,1,1,113.575205385909,34.4363192870822,-207.6912,31550945.4117422
noise,1,1,113.57519579066,34.436324412652,316.744,31550945.4118422
noise,1,1,113.575197067636,34.4363245963409,240.9933,31550945.4118422
noise,1,1,113.575199609075,34.4363249618334,90.24014,31550945.4118422
noise,1,1,113.575193673502,34.4363306129418,397.6385,31550945.4119422
noise,1,1,113.575196476225,34.4363310160456,231.3784,31550945.4119422
photon,0,1,113.575198757523,34.4363313440839,96.05647,31550945.4119422
