PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
noise,1,1,113.525505924362,34.5548216424428,243.4334,31550946.9873423
noise,1,1,113.525504520239,34.5548225228927,222.609,31550946.9873423
noise,1,1,113.525501433903,34.5548244579862,176.8362,31550946.9873423
noise,1,1,113.525497965848,34.5548324771343,136.9708,31550946.9874423
noise,1,1,113.525494468965,34.5548346695193,85.11059,31550946.9874423
noise,1,1,113.5255008377,34.554836521957,191.1262,31550946.9875423
noise,1,1,113.525494129018,34.5548407281556,91.63306,31550946.9875423
noise,1,1,113.525506180165,34.5548390171137,281.9174,31550946.9876423
noise,1,1,113.52550080877,34.5548423847879,202.2543,31550946.9876423
noise,1,1,113.525501206946,34.5548479800008,219.7117,31550946.9877423
noise,1,1,113.525497879013,34.5548500667298,170.3564,31550946.9877423
noise,1,1,113.525495275549,34.5548516989051,131.7454,31550946.9877423
noise,1,1,113.52549489266,34.5548519389475,126.067,31550946.9877423
noise,1,1,113.525495127795,34.5548517915524,129.5542,31550946.9877423
noise,1,1,113.525501758607,34.5548534790475,239.4399,31550946.9878423
noise,1,1,113.525496250267,34.554862777694,169.2886,31550946.9879423
noise,1,1,113.525492900591,34.5548648777337,119.6112,31550946.9879423
noise,1,1,113.52549119823,34.5548659451604,94.36485,31550946.9879423
noise,1,1,113.525490201451,34.5548665700568,79.58234,31550946.9879423
photon,0,1,113.525495770158,34.5548747684911,185.2333,31550946.9881423
photon,0,1,113.525495018143,34.5548810850113,185.6048,31550946.9882423
photon,0,1,113.525495020484,34.554881083551,185.6395,31550946.9882423
noise,1,1,113.525494310211,34.5548815287647,175.1056,31550946.9882423
noise,1,1,113.525492497156,34.5548826654694,148.2171,31550946.9882423
noise,1,1,113.525488185352,34.5548853689979,84.27217,31550946.9882423
noise,1,1,113.525492503401,34.5548885068769,159.8288,31550946.9883423
noise,1,1,113.525497819114,34.5548910174484,250.1738,31550946.9884423
photon,0,1,113.525493449281,34.5548937571552,185.366,31550946.9884423
noise,1,1,113.525494499033,34.5548930989876,200.9345,31550946.9884423
photon,0,1,113.525493506653,34.5548937211283,186.2168,31550946.9884423
noise,1,1,113.525492693111,34.5548942312341,174.1516,31550946.9884423
noise,1,1,113.525492781501,34.5548941758583,175.4626,31550946.9884423
noise,1,1,113.525494172184,34.5548991492804,207.5948,31550946.9885423
noise,1,1,113.525496568841,34.5549034919554,254.6408,31550946.9886423
noise,1,1,113.525493543378,34.5549053887464,209.7708,31550946.9886423
photon,0,1,113.52549188219,34.5549064302243,185.1344,31550946.9886423
noise,1,1,113.525491335198,34.5549067733392,177.0226,31550946.9886423
noise,1,1,113.525498018418,34.5549084288225,287.6362,31550946.9887423
noise,1,1,113.525491715509,34.5549123802899,194.1588,31550946.9887423
noise,1,1,113.525485881667,34.5549160379665,107.6411,31550946.9887423
noise,1,1,113.525485286056,34.5549164114084,98.80817,31550946.9887423
noise,1,1,113.525492493761,34.5549235835031,228.6759,31550946.9889423
photon,0,1,113.525488801815,34.5549317445729,185.4024,31550946.9890423
noise,1,1,113.525487537467,34.5549325373023,166.6516,31550946.9890423
noise,1,1,113.5254847897,34.5549342598902,125.9013,31550946.9890423
noise,1,1,113.525484590799,34.554934384676,122.9517,31550946.9890423
photon,0,1,113.525488025211,34.5549380774005,185.3583,31550946.9891423
noise,1,1,113.525482998432,34.5549412289725,110.8098,31550946.9891423
photon,0,1,113.52548725368,34.5549444069588,185.3832,31550946.9892423
noise,1,1,113.525488375111,34.5549437038602,202.0145,31550946.9892423
noise,1,1,113.525485447808,34.5549455391412,158.6014,31550946.9892423
noise,1,1,113.525491054399,34.5549478702576,253.2118,31550946.9893423
noise,1,1,113.525487955282,34.5549498134202,207.2502,31550946.9893423
noise,1,1,113.52548974245,34.5549545392908,245.2109,31550946.9894423
photon,0,1,113.525485713961,34.5549570647855,185.466,31550946.9894423
noise,1,1,113.525480491618,34.5549661850646,119.4667,31550946.9895423
noise,1,1,113.525481074903,34.5549658193214,128.1167,31550946.9895423
noise,1,1,113.525484874547,34.5549692839402,195.9109,31550946.9896423
photon,0,1,113.525483383074,34.5549760653693,185.2292,31550946.9897423
noise,1,1,113.525482680197,34.5549765061829,174.8056,31550946.9897423
noise,1,1,113.525481226504,34.554983264406,164.679,31550946.9898423
noise,1,1,113.525478676418,34.5549848631617,126.8608,31550946.9898423
noise,1,1,113.525487920081,34.5549849155166,275.3756,31550946.9899423
noise,1,1,113.525485282448,34.5549865691136,236.2576,31550946.9899423
noise,1,1,113.52547593425,34.5549924297172,97.62128,31550946.9899423
noise,1,1,113.525475940725,34.5549924256779,97.71735,31550946.9899423
noise,1,1,113.525477299327,34.5549974209434,129.2853,31550946.9900423
