PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
noise,1,1,113.599931012777,34.5176992555789,234.8373,31550946.2896423
noise,1,1,113.599932998824,34.5177006065637,211.8249,31550946.2896423
noise,1,1,113.599935747266,34.5177024765222,179.9784,31550946.2896423
noise,1,1,113.599946466412,34.5177097689331,55.77837,31550946.2896423
noise,1,1,113.599934576628,34.5177085553496,185.0492,31550946.2897423
noise,1,1,113.599936679495,34.5177168612898,152.1884,31550946.2898423
noise,1,1,113.599930027412,34.5177192110365,220.7693,31550946.2899423
noise,1,1,113.599935311593,34.5177228060238,159.5414,31550946.2899423
noise,1,1,113.599937147091,34.517724054739,138.2738,31550946.2899423
noise,1,1,113.599942762332,34.5177278748327,73.21176,31550946.2899423
noise,1,1,113.599928712485,34.5177251919849,227.5069,31550946.2900423
noise,1,1,113.599935133823,34.5177295606559,153.1027,31550946.2900423
noise,1,1,113.59994390715,34.5177355293235,51.44894,31550946.2900423
noise,1,1,113.599943561696,34.5177352941897,55.45168,31550946.2900423
noise,1,1,113.599926465327,34.5177305363707,245.0477,31550946.2901423
photon,0,1,113.599935977041,34.5177370074679,134.8354,31550946.2901423
noise,1,1,113.599939640102,34.5177463752304,83.89082,31550946.2902423
noise,1,1,113.599928331517,34.5177455570956,206.4186,31550946.2903423
noise,1,1,113.599936170974,34.5177508903384,115.5838,31550946.2903423
noise,1,1,113.599925838039,34.5177506166426,228.6269,31550946.2904423
noise,1,1,113.59992954681,34.5177531399224,185.6532,31550946.2904423
noise,1,1,113.599930932514,34.5177540825356,169.5973,31550946.2904423
noise,1,1,113.599941798961,34.5177614752253,43.69158,31550946.2904423
noise,1,1,113.599925297095,34.5177571316595,226.2733,31550946.2905423
noise,1,1,113.59993199744,34.5177616901439,148.6367,31550946.2905423
noise,1,1,113.599931580105,34.5177614060395,153.4725,31550946.2905423
noise,1,1,113.599932861779,34.5177622781764,138.6218,31550946.2905423
noise,1,1,113.599937036392,34.5177651181461,90.25201,31550946.2905423
noise,1,1,113.599929290493,34.5177736149941,162.7535,31550946.2907423
noise,1,1,113.599921268555,34.5177750419192,247.0757,31550946.2908423
noise,1,1,113.599924824079,34.5177774608281,205.8776,31550946.2908423
noise,1,1,113.599925028012,34.5177775995348,203.5146,31550946.2908423
noise,1,1,113.599929401693,34.5177805749138,152.8374,31550946.2908423
noise,1,1,113.599937334007,34.5177859713081,60.9286,31550946.2908423
noise,1,1,113.59992197892,34.5177824084227,230.2165,31550946.2909423
noise,1,1,113.599926699524,34.5177856199283,175.5189,31550946.2909423
noise,1,1,113.599927510847,34.5177861717693,166.1183,31550946.2909423
noise,1,1,113.599921489605,34.5177889589143,227.2563,31550946.2910423
