PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
photon,0,1,113.040304620522,34.6817793117748,396.2559,31077464.8872133
photon,0,1,113.040295952178,34.681709014447,391.3105,31077464.8883133
photon,0,1,113.040295345548,34.6817026066315,393.3342,31077464.8884133
photon,0,1,113.040290629836,34.6816642470882,390.6994,31077464.8890133
photon,0,1,113.040289916958,34.6816578472065,391.254,31077464.8891133
photon,0,1,113.040290009004,34.6816578392626,392.5149,31077464.8891133
photon,0,1,113.04028840374,34.6816450536052,391.161,31077464.8893133
photon,0,1,113.040282223864,34.6815938820029,388.9778,31077464.8901133
noise,1,1,113.040312587158,34.681584809029,815.2069,31077464.8902133
photon,0,1,113.040279569486,34.6815747186705,383.5152,31077464.8904133
photon,0,1,113.040276859345,34.6815490926135,387.5661,31077464.8908133
photon,0,1,113.040272635852,34.6815171288494,381.1438,31077464.8913133
photon,0,1,113.040270540361,34.6814979105232,383.2804,31077464.8916133
noise,1,1,113.040242195325,34.6815003460347,-4.949617,31077464.8916133
photon,0,1,113.040256420464,34.6813827036681,374.6504,31077464.8934133
noise,1,1,113.040274092039,34.6813617773228,647.4731,31077464.8937133
photon,0,1,113.04025413202,34.6813634921095,374.0621,31077464.8937133
photon,0,1,113.040251860543,34.681344277826,373.6966,31077464.8940133
photon,0,1,113.040251168672,34.6813378674033,374.4666,31077464.8941133
photon,0,1,113.040248872244,34.681318652736,373.7486,31077464.8944133
photon,0,1,113.040247171771,34.6813058576956,370.9419,31077464.8946133
photon,0,1,113.040235646267,34.6812097751979,366.6069,31077464.8961133
photon,0,1,113.040232441656,34.6811841603628,363.6288,31077464.8965133
noise,1,1,113.040258498788,34.6811560302336,761.4744,31077464.8969133
photon,0,1,113.040223320952,34.6811072647755,361.4036,31077464.8977133
photon,0,1,113.040217263179,34.6810559970896,360.1995,31077464.8985133
photon,0,1,113.040216111959,34.6810496218741,354.652,31077464.8986133
photon,0,1,113.040213543629,34.6810304204762,350.1345,31077464.8989133
photon,0,1,113.040204275606,34.680953585646,346.0677,31077464.9001133
photon,0,1,113.040199877638,34.6809150931171,347.069,31077464.9007133
photon,0,1,113.040196456583,34.6808894731727,341.0431,31077464.9011133
photon,0,1,113.040192525837,34.6808574190897,338.2521,31077464.9016133
photon,0,1,113.040192913543,34.6808573858686,343.5625,31077464.9016133
photon,0,1,113.040182632622,34.6807740560163,335.5297,31077464.9029133
photon,0,1,113.040174306594,34.6807035197767,333.9432,31077464.9040133
photon,0,1,113.04016831137,34.6806522219417,333.6829,31077464.9048133
photon,0,1,113.04016150934,34.6805945275262,332.6837,31077464.9057133
photon,0,1,113.04015998294,34.6805817080575,332.2734,31077464.9059133
photon,0,1,113.040157737647,34.6805624768355,332.2733,31077464.9062133
photon,0,1,113.040156228519,34.6805496578543,332.1116,31077464.9064133
photon,0,1,113.0401554881,34.6805432471889,332.2268,31077464.9065133
photon,0,1,113.040152501052,34.6805176081906,332.3538,31077464.9069133
photon,0,1,113.040145704731,34.6804599368366,331.6893,31077464.9078133
photon,0,1,113.040136694741,34.6803830586612,331.7087,31077464.9090133
photon,0,1,113.040135959499,34.6803766512093,331.9358,31077464.9091133
photon,0,1,113.040124645197,34.6802805950354,331.6257,31077464.9106133
photon,0,1,113.040121600326,34.6802549901322,331.2317,31077464.9110133
photon,0,1,113.040114814,34.6801973844071,331.3418,31077464.9119133
noise,1,1,113.04010324774,34.6801466699111,255.7694,31077464.9127133
photon,0,1,113.040104987127,34.6801142098242,331.4391,31077464.9132133
noise,1,1,113.040091765229,34.6799667831701,389.4644,31077464.9155133
photon,0,1,113.040085309661,34.6799479673334,332.3101,31077464.9158133
photon,0,1,113.04007859372,34.6798969001168,323.7879,31077464.9166133
photon,0,1,113.040077782386,34.6798905152954,323.1168,31077464.9167133
photon,0,1,113.040076306295,34.6798777336813,323.788,31077464.9169133
photon,0,1,113.040075547129,34.6798713448334,323.8374,31077464.9170133
photon,0,1,113.040071730342,34.6798394053846,323.8257,31077464.9175133
photon,0,1,113.040070948536,34.6798330194554,323.5766,31077464.9176133
photon,0,1,113.040064745289,34.679781936285,322.3481,31077464.9184133
noise,1,1,113.040094282285,34.6797600513493,758.3629,31077464.9187133
photon,0,1,113.040060105029,34.6797436331244,321.6646,31077464.9190133
noise,1,1,113.040048795506,34.6797446027605,166.7671,31077464.9190133
noise,1,1,113.040048789608,34.6797446032849,166.6863,31077464.9190133
photon,0,1,113.040057082778,34.6797180935468,322.222,31077464.9194133
photon,0,1,113.040056323217,34.6797117085884,322.3122,31077464.9195133
photon,0,1,113.040055523884,34.6797053282316,321.8576,31077464.9196133
