PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
noise,1,1,113.354462489368,34.4121623450395,450.4452,44743951.0626476
noise,1,1,113.354439813833,34.4123250770313,509.4055,44743951.0652475
noise,1,1,113.354425138506,34.4126713615411,133.552,44743951.0703475
noise,1,1,113.354384993784,34.4130172374118,132.4278,44743951.0757475
noise,1,1,113.354309862175,34.4131914409932,943.6265,44743951.0791475
photon,0,1,113.354328683748,34.4133710089772,349.4363,44743951.0814475
photon,0,1,113.354310736238,34.4135178370469,360.0268,44743951.0837476
noise,1,1,113.354319940868,34.4135896390833,98.1536,44743951.0846475
photon,0,1,113.354291948793,34.4136849254729,349.2018,44743951.0863475
noise,1,1,113.354237498298,34.4140454190794,539.9636,44743951.0921475
noise,1,1,113.354235144989,34.4140503647759,566.5941,44743951.0922475
photon,0,1,113.354225017591,34.4142799103824,330.2365,44743951.0956475
noise,1,1,113.354198019581,34.4144795166112,403.058,44743951.0988475
noise,1,1,113.354191823289,34.4147673806972,16.81078,44743951.1030475
photon,0,1,113.354150025051,34.4149400989053,350.2083,44743951.1060475
noise,1,1,113.354148113075,34.4150154215613,250.9955,44743951.1071476
photon,0,1,113.354141833339,34.4150168565224,342.1662,44743951.1072476
noise,1,1,113.35415479263,34.4150773952915,45.89907,44743951.1079475
photon,0,1,113.354127027451,34.415136914939,357.6332,44743951.1091475
photon,0,1,113.354102386153,34.4153469162125,360.7185,44743951.1124475
noise,1,1,113.354109465129,34.4153879047599,189.2774,44743951.1129475
photon,0,1,113.354097317913,34.4153912748471,363.2035,44743951.1131475
photon,0,1,113.354091469452,34.4154356121695,369.8476,44743951.1138476
photon,0,1,113.354072169974,34.4155956052716,365.0451,44743951.1163475
noise,1,1,113.354048669569,34.4156740784338,569.4865,44743951.1177476
photon,0,1,113.35398627517,34.4162933564823,365.1927,44743951.1272475
photon,0,1,113.353978444778,34.4163644191554,354.0459,44743951.1283475
photon,0,1,113.353965199185,34.4164802040646,344.8976,44743951.1301475
photon,0,1,113.353944264066,34.4166600453094,335.1167,44743951.1329475
photon,0,1,113.35393664861,34.4167306881024,330.3469,44743951.1340475
noise,1,1,113.353950524689,34.4167922134836,20.47746,44743951.1347475
noise,1,1,113.353917867353,34.4167702674013,544.9816,44743951.1348476
photon,0,1,113.353915576031,34.4169297271199,315.7431,44743951.1371475
photon,0,1,113.353912906042,34.4169554159121,313.5129,44743951.1375475
noise,1,1,113.353909339806,34.4170223623485,257.2528,44743951.1385475
photon,0,1,113.353885677115,34.4172044786078,314.7578,44743951.1414476
noise,1,1,113.353877935673,34.4173095668876,259.7906,44743951.1430475
photon,0,1,113.353867099527,34.4173769001543,312.4417,44743951.1441475
photon,0,1,113.35386500108,34.4173960211695,312.7023,44743951.1444475
noise,1,1,113.353848466206,34.4174093292442,538.5361,44743951.1448476
photon,0,1,113.353849598253,34.4175362178134,314.0958,44743951.1466475
photon,0,1,113.353822166091,34.4177847280951,313.1588,44743951.1505475
photon,0,1,113.353816680041,34.4178358664686,309.4547,44743951.1513475
photon,0,1,113.353803036293,34.4179566976371,312.7986,44743951.1532475
photon,0,1,113.353793307468,34.4180393556074,312.9739,44743951.1545475
photon,0,1,113.353781948174,34.418134686291,313.746,44743951.1560475
photon,0,1,113.353780501114,34.4181474644021,312.615,44743951.1562475
photon,0,1,113.353778877845,34.4181600866586,314.3503,44743951.1564475
photon,0,1,113.353765945385,34.418268201024,313.8436,44743951.1581475
noise,1,1,113.353765324062,34.4184648334178,-29.91021,44743951.1609475
photon,0,1,113.353738723432,34.4184905766234,317.7003,44743951.1616476
noise,1,1,113.353763923492,34.4185199772632,-108.6715,44743951.1617476
photon,0,1,113.353686792803,34.4189244789824,300.6955,44743951.1684476
photon,0,1,113.353675505819,34.4190134003651,307.1671,44743951.1698475
photon,0,1,113.35363899695,34.4193203636022,298.2726,44743951.1746475
photon,0,1,113.353638359913,34.4193268674503,296.3123,44743951.1747475
noise,1,1,113.353654916476,34.4194687984338,-198.2592,44743951.1765475
photon,0,1,113.353623806372,34.4194482713077,300.1319,44743951.1766475
photon,0,1,113.353617442889,34.4195062456343,293.8,44743951.1775475
photon,0,1,113.353583342771,34.4198010550996,292.7993,44743951.1821476
photon,0,1,113.353575912895,34.4198650925487,293.9966,44743951.1831475
photon,0,1,113.353562719615,34.4199804845201,294.0824,44743951.1849475
noise,1,1,113.353546830627,34.4200863677336,351.4182,44743951.1866475
noise,1,1,113.353564949917,34.4201729933113,-65.37952,44743951.1876475
photon,0,1,113.353525372743,34.4203141634015,287.0392,44743951.1901475
photon,0,1,113.353517579455,34.4203847707972,284.5344,44743951.1912475
photon,0,1,113.353502540085,34.4205193566814,283.0928,44743951.1933475
photon,0,1,113.353486022494,34.4206595294911,293.7386,44743951.1955475
noise,1,1,113.353486116942,34.4207651139013,114.6537,44743951.1970475
noise,1,1,113.353474027077,34.420789545105,253.9393,44743951.1975475
photon,0,1,113.353470538197,34.4208075416416,275.7018,44743951.1978475
photon,0,1,113.353447501515,34.4210119738528,274.8049,44743951.2010475
photon,0,1,113.353444607957,34.4210375027838,274.8665,44743951.2014475
noise,1,1,113.353435555603,34.4213664511638,-147.3444,44743951.2062476
photon,0,1,113.353378728232,34.4216177391806,270.786,44743951.2105475
photon,0,1,113.353374277387,34.4216558840488,271.738,44743951.2111475
noise,1,1,113.353349699979,34.4217252849737,518.6882,44743951.2124475
photon,0,1,113.353336165895,34.4219798528256,280.7178,44743951.2162476
photon,0,1,113.353326134931,34.4220691728764,274.8725,44743951.2176475
photon,0,1,113.353317938693,34.4221390930836,275.215,44743951.2187475
noise,1,1,113.35329538929,34.4222454400412,425.3885,44743951.2205475
photon,0,1,113.353302385814,34.4222727092887,273.8344,44743951.2208475
photon,0,1,113.353296495932,34.4223236644358,272.5819,44743951.2216475
photon,0,1,113.353296152993,34.4223303829888,265.9654,44743951.2217475
photon,0,1,113.353293548358,34.4223491440073,271.9725,44743951.2220475
photon,0,1,113.353291678265,34.4223685576321,265.9142,44743951.2223475
photon,0,1,113.353273647076,34.4225212119635,267.5545,44743951.2247475
