PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
photon,0,1,113.319902597825,34.409080947752,651.1277,44743951.0738475
photon,0,1,113.319897569329,34.4091252882601,653.8627,44743951.0745475
photon,0,1,113.319893098095,34.409163765506,645.4628,44743951.0751475
photon,0,1,113.31989307357,34.4091638365943,643.9075,44743951.0751475
photon,0,1,113.319890963522,34.4091827141108,647.5121,44743951.0754475
photon,0,1,113.319890937404,34.4091827897969,645.8555,44743951.0754475
photon,0,1,113.319887442481,34.4092141914823,653.0039,44743951.0759475
photon,0,1,113.319880782295,34.4092717930423,641.7348,44743951.0768475
photon,0,1,113.31987282691,34.4093416757877,638.5936,44743951.0779475
photon,0,1,113.31987284284,34.4093416298388,639.6063,44743951.0779475
photon,0,1,113.319871361156,34.40935443981,636.6835,44743951.0781475
photon,0,1,113.319870678781,34.4093606760242,638.9232,44743951.0782475
photon,0,1,113.319870661831,34.4093607252643,637.8493,44743951.0782475
photon,0,1,113.319859884563,34.4094558552778,636.2217,44743951.0797475
photon,0,1,113.319856936162,34.4094814459134,630.8463,44743951.0801475
photon,0,1,113.319856277413,34.4094876166197,634.4577,44743951.0802475
photon,0,1,113.319856293127,34.4094875712897,635.4567,44743951.0802475
photon,0,1,113.319851964346,34.4095256892997,633.1664,44743951.0808475
noise,1,1,113.319849002815,34.4095683902005,808.3389,44743951.0816475
photon,0,1,113.319843272808,34.4096020442557,626.1351,44743951.0820475
photon,0,1,113.31984255125,34.4096084005787,625.7136,44743951.0821475
photon,0,1,113.319835988266,34.4096658113703,617.4858,44743951.0830475
photon,0,1,113.31983599515,34.409665791512,617.9235,44743951.0830475
photon,0,1,113.319834589023,34.409678400023,619.4202,44743951.0832475
photon,0,1,113.319833874418,34.40968473749,619.4327,44743951.0833475
photon,0,1,113.319828826436,34.4097292367713,616.6602,44743951.0840475
photon,0,1,113.319828919686,34.4097289670658,622.5823,44743951.0840475
photon,0,1,113.319828125624,34.4097355359085,617.5662,44743951.0841475
photon,0,1,113.319820202979,34.409805451399,614.1386,44743951.0852475
photon,0,1,113.31981809931,34.4098243573119,616.9131,44743951.0855475
photon,0,1,113.319817349974,34.4098307986729,614.7916,44743951.0856475
photon,0,1,113.31981447724,34.4098562040184,614.2632,44743951.0860475
photon,0,1,113.319813799519,34.4098624386226,616.7151,44743951.0861475
photon,0,1,113.319810884439,34.4098879688939,613.6158,44743951.0865475
photon,0,1,113.319805166703,34.409938706764,614.8593,44743951.0873475
photon,0,1,113.319800050256,34.4099834364005,609.1682,44743951.0880475
photon,0,1,113.319797211584,34.4100087509668,611.5002,44743951.0884475
photon,0,1,113.319796459712,34.4100152016596,609.4241,44743951.0885475
photon,0,1,113.319796464899,34.4100151866932,609.7541,44743951.0885475
photon,0,1,113.319791418033,34.4100597190846,609.2548,44743951.0892475
photon,0,1,113.319787084869,34.4100979107021,608.7664,44743951.0898475
photon,0,1,113.319786368481,34.410104259681,609.098,44743951.0899475
photon,0,1,113.319786454826,34.4101040095192,614.5786,44743951.0899475
photon,0,1,113.31978634037,34.4101043407851,607.3102,44743951.0899475
photon,0,1,113.319784175141,34.4101234331045,607.3436,44743951.0902475
photon,0,1,113.319780484965,34.4101554891672,602.4675,44743951.0907475
photon,0,1,113.319778327966,34.4101745554229,603.3002,44743951.0910475
photon,0,1,113.319777603869,34.4101809261155,603.2861,44743951.0911475
photon,0,1,113.319776870947,34.4101873219125,602.7205,44743951.0912475
photon,0,1,113.319775453945,34.4101999734041,604.7459,44743951.0914475
photon,0,1,113.319772517365,34.4102255710994,602.4294,44743951.0918475
photon,0,1,113.319771788863,34.4102319540826,602.2438,44743951.0919475
photon,0,1,113.319771789842,34.4102319512564,602.3062,44743951.0919475
photon,0,1,113.319769638837,34.410250999558,604.0219,44743951.0922475
photon,0,1,113.319767457198,34.4102701365076,603.9297,44743951.0925475
photon,0,1,113.319766002114,34.4102828957045,603.8978,44743951.0927475
photon,0,1,113.319760891148,34.4103272648393,602.9706,44743951.0934475
photon,0,1,113.319759423008,34.4103401235732,602.4139,44743951.0936475
photon,0,1,113.31975863146,34.4103467187078,598.5049,44743951.0937475
photon,0,1,113.319754247632,34.4103852271084,598.5916,44743951.0943475
photon,0,1,113.31975211956,34.4104042943564,602.9199,44743951.0946475
noise,1,1,113.319754769183,34.4104009240147,817.7041,44743951.0947475
photon,0,1,113.319751342199,34.4104108464136,600.0767,44743951.0947475
photon,0,1,113.319749166501,34.4104300484961,601.5838,44743951.0950475
photon,0,1,113.319743877945,34.4104754547261,592.23,44743951.0957475
photon,0,1,113.319743251299,34.4104815671776,599.1506,44743951.0958475
photon,0,1,113.319742545906,34.4104879065157,601.0801,44743951.0959475
photon,0,1,113.319741797229,34.410494371365,600.2849,44743951.0960475
photon,0,1,113.319738041646,34.4105267230883,595.7847,44743951.0965475
photon,0,1,113.319735069323,34.4105525034231,594.5511,44743951.0969475
photon,0,1,113.319731344444,34.4105847440722,592.8063,44743951.0974475
photon,0,1,113.319731378832,34.4105846444929,594.99,44743951.0974475
photon,0,1,113.319729083182,34.410604157139,590.2952,44743951.0977475
photon,0,1,113.319729096083,34.4106041199115,591.1158,44743951.0977475
photon,0,1,113.319727678141,34.4106168002053,595.2269,44743951.0979475
photon,0,1,113.319723836931,34.4106493493763,587.0194,44743951.0984475
photon,0,1,113.319723205122,34.410655461924,594.0943,44743951.0985475
photon,0,1,113.319722510632,34.4106617557379,597.2117,44743951.0986475
photon,0,1,113.319719352001,34.4106880255824,585.6835,44743951.0990475
photon,0,1,113.319718646944,34.4106943464688,588.222,44743951.0991475
photon,0,1,113.319717256893,34.410706928204,594.6317,44743951.0993475
photon,0,1,113.319712685338,34.4107458165183,588.8029,44743951.0999475
photon,0,1,113.319712667492,34.4107458680201,587.6677,44743951.0999475
photon,0,1,113.319711234373,34.4107585619833,591.6373,44743951.1001475
photon,0,1,113.319702943951,34.4108295014394,588.868,44743951.1012475
photon,0,1,113.31970063557,34.4108489674893,585.4946,44743951.1015475
photon,0,1,113.319699125081,34.4108618586205,585.1502,44743951.1017475
noise,1,1,113.31969566439,34.4109059094881,748.4065,44743951.1025475
photon,0,1,113.319691577373,34.4109262433341,584.8137,44743951.1027475
photon,0,1,113.319690085244,34.4109390581638,586.0683,44743951.1029475
photon,0,1,113.319687047001,34.4109648321331,585.3629,44743951.1033475
photon,0,1,113.319685500447,34.4109777924571,583.3741,44743951.1035475
photon,0,1,113.319680900911,34.411016533676,580.3889,44743951.1041475
photon,0,1,113.319677847678,34.4110423004111,579.5573,44743951.1045475
photon,0,1,113.319675517781,34.4110617312667,576.5875,44743951.1048475
photon,0,1,113.319673998142,34.411074582521,576.8277,44743951.1050475
photon,0,1,113.319674008385,34.4110745529583,577.4792,44743951.1050475
photon,0,1,113.319673997961,34.4110745830416,576.8162,44743951.1050475
photon,0,1,113.319673248483,34.411080977206,577.619,44743951.1051475
photon,0,1,113.319667896733,34.4111260097721,576.9899,44743951.1058475
photon,0,1,113.319661681589,34.4111776958351,570.9493,44743951.1066475
photon,0,1,113.31966168001,34.4111777003921,570.8489,44743951.1066475
photon,0,1,113.319660889798,34.4111841944898,569.3151,44743951.1067475
photon,0,1,113.319660129468,34.4111906012284,569.6968,44743951.1068475
photon,0,1,113.319658600324,34.4112034361411,569.9692,44743951.1070475
photon,0,1,113.319654758059,34.4112355583657,569.6555,44743951.1075475
photon,0,1,113.319651770687,34.4112609850366,575.142,44743951.1079475
photon,0,1,113.319651683722,34.4112612367035,569.6187,44743951.1079475
photon,0,1,113.319650914462,34.4112676554098,569.601,44743951.1080475
photon,0,1,113.319648605508,34.4112869090955,569.5652,44743951.1083475
photon,0,1,113.319648608296,34.4112869010512,569.7425,44743951.1083475
photon,0,1,113.319646296047,34.4113061541203,569.6161,44743951.1086475
photon,0,1,113.319643986133,34.411325390345,569.7538,44743951.1089475
photon,0,1,113.319643233735,34.4113317491534,570.9387,44743951.1090475
photon,0,1,113.319640875193,34.4113511126252,568.1362,44743951.1093475
photon,0,1,113.319640917459,34.4113509903088,570.8203,44743951.1093475
photon,0,1,113.319640232163,34.4113571505939,576.3171,44743951.1094475
photon,0,1,113.319640217341,34.4113571937142,575.3781,44743951.1094475
photon,0,1,113.319637778908,34.4113767747634,567.641,44743951.1097475
photon,0,1,113.31963391282,34.4114088149532,567.5438,44743951.1102475
photon,0,1,113.319632365678,34.4114216258793,567.5407,44743951.1104475
photon,0,1,113.319632367946,34.4114216193346,567.6849,44743951.1104475
photon,0,1,113.319632367729,34.4114216199606,567.6711,44743951.1104475
photon,0,1,113.319630051642,34.4114408140122,568.0281,44743951.1107475
photon,0,1,113.319629243849,34.4114473135251,565.8978,44743951.1108475
photon,0,1,113.319627783302,34.4114598605536,571.5101,44743951.1110475
photon,0,1,113.319627700594,34.4114600999143,566.2582,44743951.1110475
photon,0,1,113.319626925755,34.411466500465,566.2446,44743951.1111475
photon,0,1,113.319626237498,34.4114726481396,571.7239,44743951.1112475
photon,0,1,113.319623052523,34.4114984845919,566.3737,44743951.1116475
photon,0,1,113.319616066787,34.4115560335077,566.2683,44743951.1125475
photon,0,1,113.319614513601,34.4115688134515,566.2755,44743951.1127475
photon,0,1,113.319614503652,34.4115688421575,565.6429,44743951.1127475
photon,0,1,113.319613212067,34.4115817938678,571.4163,44743951.1129475
photon,0,1,113.319607612405,34.4116265338653,566.2113,44743951.1136475
photon,0,1,113.319607612895,34.4116265324516,566.2424,44743951.1136475
photon,0,1,113.319598959107,34.4116963306852,567.709,44743951.1147475
photon,0,1,113.319596554698,34.4117154797405,565.3375,44743951.1150475
photon,0,1,113.319587080235,34.4117916138156,564.8676,44743951.1162475
photon,0,1,113.319587071621,34.4117916386633,564.32,44743951.1162475
photon,0,1,113.319586339063,34.411797815209,567.8777,44743951.1163475
photon,0,1,113.319584757166,34.4118105055629,567.5709,44743951.1165475
photon,0,1,113.319579244053,34.4118548448259,567.8151,44743951.1172475
photon,0,1,113.319578454402,34.4118611845409,567.6978,44743951.1173475
photon,0,1,113.319575303299,34.4118865190471,567.6097,44743951.1177475
photon,0,1,113.319574524225,34.4118928274525,568.121,44743951.1178475
noise,1,1,113.319577127794,34.4118974514164,883.127,44743951.1181475
photon,0,1,113.319572155624,34.4119118415143,567.5865,44743951.1181475
photon,0,1,113.319570574818,34.4119245240011,567.087,44743951.1183475
photon,0,1,113.319569794514,34.4119308356784,567.4582,44743951.1184475
photon,0,1,113.319569796916,34.4119308287514,567.6108,44743951.1184475
noise,1,1,113.319571202373,34.4119308148993,706.6752,44743951.1185475
