PointLabel,PointCode,LabelSection,Longitude,Latitude,Elevation,DeltaTime
photon,0,1,113.074069210794,34.6788854737847,682.1937,31077465.2459133
photon,0,1,113.074069212732,34.6788854861454,681.9513,31077465.2459133
photon,0,1,113.074069221838,34.6788855441515,680.8087,31077465.2459133
photon,0,1,113.074067670433,34.678872705643,682.5735,31077465.2461133
photon,0,1,113.074066128731,34.6788599355972,682.9444,31077465.2463133
photon,0,1,113.074065366649,34.6788536088482,681.9644,31077465.2464133
photon,0,1,113.074065365333,34.6788536004545,682.129,31077465.2464133
photon,0,1,113.074064587428,34.6788471745545,683.098,31077465.2465133
photon,0,1,113.074062268672,34.6788280011404,683.8804,31077465.2468133
photon,0,1,113.074062257693,34.6788279311812,685.2574,31077465.2468133
noise,1,1,113.074060967606,34.6788182480458,750.3383,31077465.2469133
photon,0,1,113.074061496638,34.6788216184212,683.9437,31077465.2469133
photon,0,1,113.074060725978,34.6788152459814,683.8049,31077465.2470133
photon,0,1,113.074059180485,34.6788024785739,683.9432,31077465.2472133
noise,1,1,113.074056674538,34.6787850547491,901.4993,31077465.2473133
photon,0,1,113.074056068993,34.6787768285026,686.3776,31077465.2476133
photon,0,1,113.074056076428,34.6787768758617,685.4438,31077465.2476133
photon,0,1,113.074056044135,34.6787766701456,689.4983,31077465.2476133
photon,0,1,113.074055315375,34.6787705735016,683.8586,31077465.2477133
photon,0,1,113.074055333076,34.6787706862763,681.637,31077465.2477133
photon,0,1,113.074054520824,34.6787640588445,686.4473,31077465.2478133
photon,0,1,113.074054520584,34.6787640573117,686.4774,31077465.2478133
photon,0,1,113.074053746207,34.678757672144,686.4932,31077465.2479133
photon,0,1,113.074053747546,34.6787576806832,686.3258,31077465.2479133
photon,0,1,113.074051427085,34.6787385487825,685.8884,31077465.2482133
photon,0,1,113.074048301878,34.678712853546,688.8416,31077465.2486133
photon,0,1,113.07404752664,34.6787064709113,688.7829,31077465.2487133
photon,0,1,113.074045198873,34.6786873132993,688.6432,31077465.2490133
photon,0,1,113.074045200665,34.6786873247292,688.4191,31077465.2490133
photon,0,1,113.074043659968,34.6786746272407,686.8021,31077465.2492133
photon,0,1,113.074043644993,34.6786745318455,688.6829,31077465.2492133
photon,0,1,113.074042090162,34.6786617469344,688.7714,31077465.2494133
photon,0,1,113.074042090212,34.678661747254,688.7651,31077465.2494133
noise,1,1,113.074040046197,34.6786472847778,847.7817,31077465.2495133
photon,0,1,113.074041315159,34.6786553706777,688.4833,31077465.2495133
noise,1,1,113.074038896966,34.6786385243045,894.457,31077465.2496133
photon,0,1,113.074039762455,34.6786426024998,688.1952,31077465.2497133
photon,0,1,113.074039759533,34.6786425838546,688.5609,31077465.2497133
photon,0,1,113.07403742256,34.6786233842953,688.9982,31077465.2500133
photon,0,1,113.074036643948,34.6786169875698,689.0645,31077465.2501133
photon,0,1,113.074035088626,34.6786042070483,688.9116,31077465.2503133
photon,0,1,113.074035089623,34.6786042134053,688.787,31077465.2503133
photon,0,1,113.07403351574,34.6785913157305,690.926,31077465.2505133
photon,0,1,113.074031968088,34.6785785859182,689.7289,31077465.2507133
photon,0,1,113.074031185338,34.6785721643152,690.2363,31077465.2508133
photon,0,1,113.074030415722,34.6785658264782,689.0844,31077465.2509133
photon,0,1,113.074030401259,34.6785657343396,690.9014,31077465.2509133
photon,0,1,113.074029621918,34.6785593345651,690.9621,31077465.2510133
photon,0,1,113.074028843326,34.6785529394826,690.9146,31077465.2511133
photon,0,1,113.074026501856,34.6785337181806,691.4813,31077465.2514133
photon,0,1,113.07402650552,34.6785337414948,691.019,31077465.2514133
photon,0,1,113.074024936836,34.6785208775819,692.3344,31077465.2516133
